0HR	15MIN	30MIN	1HR	2HR	4HR	6HR	8HR	12HR	16HR	20HR	24HR	UNSYN
0	-0.152	-0.13606	-0.074001	-0.21759	-0.68966	-0.94342	-1.2176	-1.3959	-0.089267	0.29866	0.17632	0.31034
0	-0.16812	0.056584	0.097611	0.014355	-0.55639	-0.8365	-1.2515	-1.3959	-0.34008	-0.26882	-0.043943	0.014355
0	-0.20091	0.29866	0.18903	-0.16812	-0.53533	-0.66658	-0.78588	-1.0291	-0.18442	-0.043943	0.32193	0.042644
0	-0.41504	-0.029146	-0.13606	-0.51457	-1.2176	-1.3219	-1.3219	-1.1844	-0.41504	-0.37707	-0.35845	-0.8625
0	-0.029146	0.40054	0.15056	0.097611	-0.81097	-1.1844	-0.97143	-1.1844	-0.2863	-0.39593	0.042644	0.28688
0	-0.64386	0.57531	0.070389	-0.058894	-0.55639	-0.59946	-0.76121	-0.34008	-0.23447	0.21412	0.37851	0.87971
0	0.23879	-0.78588	-0.62149	-0.25154	-1.0291	-1.6897	-2.2515	-2.5564	-0.45403	0.25096	0.4957	0.20163
0	-0.1047	-0.8365	-0.47393	-0.21759	-0.66658	-1.5564	-2.3219	-1.889	-0.51457	0.41143	0.58496	-0.13606
0	0.11103	-0.2863	-0.13606	0.22651	-0.59946	-1.0291	-1.2515	-0.97143	-0.1047	0.29866	0.68706	0.41143
0	-0.39593	0.097611	0.014355	-0.41504	-0.73697	-1.3959	-1.6897	-1.8365	-0.20091	0.056584	0.45418	0.22651
0	0.014355	-0.34008	-0.12029	-0.30401	-0.88897	-1.2515	-1.4344	-1.6439	-0.32193	0.29866	0.097611	-0.62149
0	-0.20091	-0.47393	-0.2863	-0.058894	-0.8365	-1.1203	-0.8625	-1.3959	-0.058894	-0.058894	0.22651	-0.074001
0	0.18903	-0.37707	-0.12029	0.1375	-0.71312	-0.88897	-0.59946	-1	0.014355	0.070389	0.21412	-0.25154
0	-0.18442	-0.2863	-0.21759	-0.26882	-0.8365	-1.3585	-0.8365	-1.0291	-0.26882	-0.043943	0.32193	0.070389
0	-0.0145	-0.68966	-0.57777	-0.55639	-0.71312	-1.3219	-1.8365	-1.889	-0.16812	-0.1047	0.20163	0.38957
0	-0.37707	-0.78588	-0.66658	-0.55639	-0.78588	-1.4344	-1.6439	-1.4344	-0.8625	-0.62149	-0.47393	-0.64386
0	-1.0893	-1.9434	-1.3585	-0.78588	-2.5564	-2.6439	-2.8365	-2.3959	-0.76121	-0.4344	-0.152	-0.68966
0	-0.26882	-1.152	-1.0291	-0.37707	-0.94342	-1.3219	-1.6897	-1.4344	-0.66658	-0.49411	-0.18442	-0.8625
0	-0.1047	-1	-0.51457	-0.152	-0.8625	-1.0893	-1.1844	-1.2515	-0.39593	-0.35845	0.042644	-0.45403
0	-0.55639	-0.71312	-0.37707	-0.21759	-0.68966	-1.0291	-1.2515	-0.88897	-0.152	-0.18442	-0.1047	-0.089267
0	-0.57777	-0.88897	-0.91594	-0.35845	-0.97143	-1.1203	-1.3219	-1.2515	-0.25154	-0.49411	-0.35845	-0.16812
0	-0.78588	-1.5564	-0.97143	-0.88897	-1.2863	-2.1203	-2.0589	-2.0589	-0.81097	-1	-0.76121	-0.76121
0	-0.152	-0.49411	0.028569	0.084064	-0.37707	-1.0589	-1.0893	-0.91594	0.36737	-0.20091	-0.089267	-0.23447
0	0.7137	0.028569	0.62293	0.25096	0.17632	-0.49411	-0.53533	-0.68966	0.59455	0.31034	0.81558	0.774
0	0.070389	-0.49411	-0.32193	-0.55639	-0.51457	-0.76121	-0.91594	-0.76121	0.014355	-0.0145	-0.058894	0.12433
0	0.097611	0.78241	0.27501	-0.37707	-0.20091	-0.13606	-0.73697	-0.089267	0.11103	-0.0145	0.084064	0.36737
0	-0.16812	0	0.27501	-0.37707	0.27501	-1.0291	-1.1844	-0.66658	0.056584	-0.2863	0.36737	0.29866
0	-0.66658	-0.16812	-0.089267	-0.81097	-0.26882	-0.91594	-1.7859	-1.1203	-0.39593	-0.73697	-0.4344	-0.47393
0	0.22651	-0.39593	-0.16812	0.042644	-0.41504	-0.39593	-0.73697	-0.8625	-0.043943	-0.25154	0.29866	0
0	0.32193	0.12433	0.070389	0.40054	-0.18442	-0.45403	-0.51457	-0.66658	0.070389	0.38957	0.65992	0.32193
0	-0.34008	-0.8625	-0.4344	-0.058894	-0.8365	-0.81097	-1.4739	-0.94342	-0.4344	-0.26882	-0.20091	-0.91594
0	0.20163	0.4957	-0.12029	0.12433	-0.4344	-1	-1.0589	-0.37707	-0.16812	-0.23447	0	-0.88897
0	0.056584	0.028569	-0.0145	0.12433	-0.66658	-1.1844	-0.66658	-0.37707	-0.089267	-0.058894	-0.043943	-0.76121
0	0.12433	0.12433	-0.029146	0.55582	-0.41504	-0.97143	-0.8625	-1.5146	-0.49411	0	0.20163	-0.78588
0	-0.23447	-0.25154	-0.55639	0.1375	-1.2863	-1.3585	-0.78588	-1.3585	-0.32193	-0.2863	-0.23447	-0.53533
0	-0.1047	-0.37707	-0.35845	-0.49411	-0.49411	-0.59946	-1.1203	-0.68966	-0.8625	-0.16812	0.28688	-0.25154
0	-0.62149	-0.043943	0.15056	-0.34008	-0.68966	-1.4344	-1.2863	-0.59946	0	0	0.1375	-0.41504
0	-0.78588	-0.18442	-0.37707	-1.3585	-1.2863	-1.9434	-1.737	-1.7859	-0.51457	-0.25154	0.042644	-0.8625
0	0.014355	-0.058894	-0.058894	0.25096	-0.8625	-2.1844	-3.3219	-2.4739	-0.34008	-0.043943	0.097611	-0.074001
0	0.056584	-0.20091	-0.23447	-0.34008	-1.5146	-2.3959	-2.3219	-1.8365	-0.45403	-0.47393	-0.34008	-0.4344
0	0.15056	0.028569	0.070389	-0.058894	-0.91594	-1.7859	-1.3959	-1.0893	-0.18442	-0.34008	0.028569	-0.029146
0	0.41143	0.014355	0.084064	0.22651	-0.51457	-1.6439	-1.4344	-1.4344	-0.34008	0.084064	0.22651	-0.4344
0	-0.074001	0.31034	-0.074001	0.22651	-1.1844	-1.737	-1.3585	-0.97143	-0.49411	-0.41504	-0.21759	-0.26882
0	-0.0145	0.028569	0.070389	0.18903	-0.76121	-1.5564	-1.4344	-1.1203	-0.53533	-0.81097	-0.25154	-0.30401
0	-0.058894	0.48543	0.20163	-0.23447	-1	-1.4739	-0.78588	-0.94342	0.33342	0.35614	0.35614	0.65076
0	0	0.33342	-0.30401	-0.152	-0.81097	-0.94342	-0.97143	-0.94342	-0.152	-0.51457	-0.25154	-0.074001
0	-0.59946	-0.57777	0.042644	-0.25154	-1.0291	-0.4344	-1.152	-1.0589	-0.34008	-0.4344	-0.76121	-0.59946
0	-0.30401	-0.73697	-0.21759	-0.57777	-1.2176	-0.64386	-1	-1.0589	-0.51457	-0.41504	-0.30401	-0.23447
0	0.056584	-0.23447	0.29866	-0.058894	-1.1203	-0.68966	-0.59946	-1.0893	0.11103	-0.13606	-0.13606	0.32193
0	-0.35845	0.42223	0.50589	-0.30401	-0.51457	-0.8625	-1	-1.0589	-0.21759	-0.18442	0.097611	-0.1047
0	-0.37707	0.32193	0.26303	-0.32193	-0.47393	-0.73697	-1.152	-1.4739	-0.73697	-0.59946	-0.23447	-0.55639
0	-1.6897	-1.737	-0.97143	-1.0893	-1.9434	-2.4739	-2.2515	-2.5564	-1.3959	-1.5146	-1.4344	-1.3585
0	-1.2515	-1.737	-0.97143	-0.59946	-1.3219	-1.8365	-1.9434	-2.0589	-1.3219	-1.3585	-1.0291	-0.68966
0	0.21412	-0.47393	-0.47393	-0.26882	0.014355	-0.13606	-0.62149	-0.73697	-0.78588	-0.25154	-0.32193	-1.2863
0	-0.32193	-0.94342	-0.64386	-0.57777	0	-0.34008	-1.0893	-0.66658	0	-0.35845	-0.45403	-1
0	0.29866	-0.41504	-0.13606	0.15056	0.18903	-0.074001	-0.81097	-0.20091	-0.1047	-0.23447	-0.12029	-0.78588
0	-0.59946	-0.53533	-0.20091	-0.66658	0.056584	-0.4344	-0.81097	-0.51457	-0.30401	0.15056	-0.074001	-1.0291
0	-0.12029	0.20163	0.20163	-0.2863	0.26303	-0.35845	-1.1203	-0.20091	-0.26882	0.20163	0.11103	0.084064
0	-0.0145	0.29866	-0.30401	0.25096	0.1375	0	-0.51457	0.27501	-0.25154	0.23879	0.35614	-0.49411
0	-0.30401	-0.8625	-0.66658	-0.47393	-0.35845	-0.76121	-1.3585	-0.45403	-0.1047	-0.25154	-0.2863	-1.6439
0	-0.4344	-0.058894	-0.30401	-0.57777	-0.53533	-0.089267	-0.78588	-0.68966	-0.20091	0.42223	0.48543	-0.97143
0	-0.18442	0.34483	0.070389	-0.089267	-0.152	-0.20091	-0.94342	-0.57777	0.1635	0.63227	1.1375	0.36737
0	-0.0145	-0.029146	0.27501	0.042644	-0.13606	-0.26882	-0.62149	-1.0589	-0.39593	0.79077	0.34483	-0.18442
0	-0.1047	0.042644	-0.058894	0.11103	-0.12029	-0.4344	-0.41504	-0.66658	1.0635	0.014355	-0.089267	-0.78588
0	-0.13606	-0.47393	0.028569	-1.6897	0.15056	-0.25154	-0.68966	-0.59946	0.014355	-0.49411	-0.37707	-0.0145
0	0.056584	0.042644	-0.4344	-1.1844	-0.64386	-0.0145	-0.089267	-0.71312	0.28688	-0.029146	0.1635	0.11103
0	-0.13606	-0.25154	-1.0291	-0.91594	-0.13606	0.25096	-0.32193	-0.45403	0.084064	-0.35845	-0.49411	0.15056
0	1.5558	2.0286	1.4542	1.3103	1.4222	1.384	1.1043	1.2141	0.42223	0.43296	0.29866	0.17632
0	1.7442	2.797	2.269	1.9107	1.8875	1.6508	1.541	1.0144	1.111	0.9855	0.67807	1.2928
0	-0.73697	0.37851	0.83188	0.18903	0.25096	-0.089267	-0.20091	-0.8365	0.1375	-0.089267	0.070389	0.45418
0	-0.21759	0.70487	0.51602	-0.45403	-0.21759	0.084064	-0.53533	-0.91594	-0.51457	-0.57777	-0.57777	-0.8625
0	-0.152	0.73985	0.46467	-0.49411	0.28688	-0.23447	-1.2515	-1	-0.4344	-0.18442	-0.45403	-1
0	-0.26882	0.38957	0.7137	-0.59946	0.31034	-0.32193	-1.4739	-1.152	-0.97143	-0.64386	-0.71312	-1.0589
0	-0.49411	-0.029146	-0.1047	-0.81097	-0.53533	-0.41504	-1.3585	-1.737	-1.2863	-1.5564	-1.737	-2.2515
0	-1	0.70487	0.848	-0.71312	-0.058894	-0.71312	-1.1844	-1.9434	-0.91594	-0.73697	-0.81097	-1.737
0	-0.058894	0.59455	0.21412	-0.1047	-0.1047	-0.25154	-0.34008	-0.88897	-1.5995	-2	-2.2515	-1.6439
0	0.34483	0.78241	0.33342	0.070389	0.042644	0.12433	0.12433	-0.089267	-0.91594	-0.94342	-1.2176	-1.3219
0	0.056584	0.70487	0.1375	-0.089267	-0.21759	-0.23447	-0.13606	-0.23447	-0.71312	-0.8365	-1.1203	-0.71312
0	0.20163	0.69599	0.36737	-0.35845	-0.0145	0.12433	-0.23447	-0.66658	-0.81097	-1.1844	-1.2863	-1.0291
0	0.056584	0.93357	0.50589	0.056584	0.11103	-0.058894	-0.2863	-0.39593	-0.66658	-0.76121	-0.8365	-0.47393
0	0.52607	0.86394	0.51602	0.23879	0.21412	0.38957	0.35614	-0.2863	0.25096	-0.76121	-0.81097	-0.53533
0	0.37851	0.83188	0.43296	0.097611	0.32193	0.45418	0.58496	-0.34008	-0.97143	-1	-1.2176	-0.88897
0	-0.029146	0.55582	-0.12029	-0.30401	-0.47393	-0.78588	-0.41504	-0.25154	-1.6897	-0.97143	-1.4344	-1.8365
0	0.23879	0.68706	0.042644	0.056584	-0.18442	-0.029146	-0.62149	-0.45403	-1.152	-0.97143	-1.2515	-1.4344
0	-0.152	-0.32193	0.056584	0.070389	-0.35845	-1.1203	-1.7859	-2.5564	-2.3959	-2.1844	-2.1203	-2.6439
0	-0.13606	0.18903	0.26303	-0.043943	0.1375	-0.2863	-0.76121	-1.1844	-0.62149	-1	-1.2515	-1.0893
0	0.1635	0.20163	-0.0145	-0.30401	-0.49411	-0.81097	-1.0589	-1.8365	-1.8365	-1.737	-1.4344	-1.4739
0	-0.029146	0.22651	-0.029146	-0.41504	-0.30401	-0.37707	-0.88897	-1.4344	-1.6897	-1.9434	-2	-1.4739
0	0.042644	0.014355	-0.058894	0.042644	-0.074001	-0.41504	-0.68966	-1.0291	-1.2515	-1.3959	-1.2863	-1.0893
0	0.38957	0.084064	0.29866	0.28688	-0.25154	-0.1047	-0.32193	-0.78588	-1.0589	-0.88897	-0.71312	-0.91594
0	0.774	0.87971	1.1243	0.76553	0.18903	-0.23447	-0.55639	-0.76121	-0.91594	-1.1203	-1.1844	1.4005
0	-0.16812	-0.16812	0.52607	0.070389	0.57531	-0.39593	-1.5564	-2.1203	-1.9434	-2	-1.737	-1.889
0	0.20163	0.68706	0.848	1.0772	0.37851	-0.26882	-1.5995	-2.3219	-2.0589	-2.0589	-2.0589	-1.8365
0	0.15056	0.64155	0.5656	0.9855	0.40054	-0.2863	-1.3585	-1.889	-2	-2	-1.889	-1.4344
0	-0.089267	0.056584	0.5656	0.73118	0.31034	-0.32193	-0.94342	-1.5995	-1.2515	-1.1844	-0.91594	-1
0	-0.23447	0.056584	0.8953	1.5993	0.64155	-0.51457	-1.2176	-2.9434	-2.6439	-2.9434	-3.0589	-1.6897
0	-0.1047	1.111	1.1827	-0.152	0.056584	-0.26882	-0.57777	-0.47393	-1.1844	-1.0893	-1.0893	-0.76121
0	0.29866	1.3674	1.6554	0.45418	0.58496	0.52607	0.46467	-0.57777	-0.51457	-0.64386	-0.76121	1.7655
0	0.34483	1.275	0.59455	0.056584	-0.66658	-0.45403	0.22651	-0.68966	-0.78588	-0.8625	-1.3585	0.26303
0	0.18903	0.95606	0.50589	0.014355	0.056584	-0.26882	-0.41504	-1.2863	-2.1203	-2.3219	-2.5564	-2.8365
0	0.36737	0.37851	0.67807	0.60407	0.46467	0.43296	0.67807	-0.2863	-0.76121	-1.0893	-1.4344	-0.57777
0	0.056584	-0.62149	-0.12029	0.21412	-0.25154	-0.8365	-0.2863	1.1827	0.848	0.18903	-0.058894	0.35614
0	-0.30401	0.097611	-1.6439	-0.1047	-0.0145	-0.35845	0.25096	0.20163	-0.2863	-0.51457	-2.5564	-1.152
0	0.42223	0.014355	-0.64386	0.81558	0.7137	0.774	0.85599	0.61353	-0.074001	-0.25154	-0.51457	-0.18442
0	-0.043943	-0.59946	0.028569	1.0496	1.0772	0.68706	0.72247	-0.45403	-0.62149	-0.8625	-0.78588	1.4751
0	0.15056	0.15056	-0.66658	0.28688	-0.37707	-0.71312	-0.97143	-0.91594	0.62293	1.2869	1.669	1.7355
0	0.22651	-0.1047	-0.12029	0	-0.59946	-0.57777	-0.94342	-0.78588	0.57531	1.4803	2.1506	2.1276
0	0.15056	-0.37707	-0.1047	-0.23447	-0.30401	-0.8365	-0.81097	-0.47393	0.48543	0.65076	1.1375	0.75702
0	0.028569	-0.57777	-0.8365	-0.25154	-1	-1.2863	-1.1203	-0.78588	0.23879	0.57531	0.48543	0.52607
0	0.097611	-0.089267	-0.47393	-0.13606	-0.68966	-1.1844	-0.8625	-0.78588	-0.23447	0.20163	0.45418	-0.043943
0	-0.18442	-0.26882	-0.37707	-0.20091	-0.68966	-1.1844	-1.152	-1.1203	0.056584	-0.13606	0.59455	0.44361
0	0.18903	-0.64386	-0.2863	0.25096	-0.55639	-0.41504	-0.55639	-0.20091	0.33342	0.59455	0.848	1.4222
0	0.17632	-0.1047	0.1375	0.54597	-0.66658	-0.39593	-0.37707	-0.62149	0.93357	1.384	1.5945	1.7137
0	0.014355	-0.20091	0.12433	0.12433	-0.57777	-1	-0.21759	-0.57777	0.5656	1.1243	1.3561	1.373
0	-0.21759	-0.089267	0.028569	0.042644	-0.51457	-0.78588	-0.30401	-0.76121	0.41143	0.5656	0.46467	0.82375
0	0.45418	0.32193	0.35614	0.73118	-0.62149	-0.35845	-0.55639	0.75702	1.3045	1.86	2.3306	1.9411
0	0.36737	0.32193	-0.26882	0.097611	-0.73697	-0.66658	-0.20091	0.18903	0.70487	1.1827	1.269	0.93357
0	0.51602	-0.39593	-0.074001	0.056584	-0.2863	0.50589	-0.71312	0.29866	0.66903	1.384	1.3785	1.251
0	-0.058894	-0.62149	-0.13606	0.014355	-0.0145	-0.25154	-0.59946	0.070389	0.81558	0.65076	0.9855	0.61353
0	0.59455	0.097611	0.37851	-0.73697	-2.0589	-2.4739	-1.889	-0.71312	0.22651	0.097611	-0.043943	0.53605
0	-0.1047	-0.12029	-0.57777	-0.37707	-1.737	-1.3959	-1.889	-1.2176	-0.26882	-0.26882	-0.152	0.1375
0	-0.39593	0.18903	-0.18442	-0.2863	-1.3959	-1.5995	-1.0291	-0.88897	0	0.28688	0.35614	-0.2863
0	-0.23447	-0.37707	-0.39593	-0.66658	-1.6897	-1.2515	-0.68966	-0.45403	0.15056	-0.0145	0.22651	1.1699
0	0.4957	0.43296	0.4957	0.1635	-0.32193	-1.0291	-1.3219	-0.68966	-0.20091	0.61353	1.2987	1.2869
0	0.27501	-0.21759	-0.16812	0.056584	-0.62149	-0.59946	-0.51457	0.26303	1.3391	1.5607	1.3103	1.3951
0	0.27501	-0.32193	-0.058894	0.1375	-0.4344	-0.81097	-0.47393	0.11103	1.4699	1.7398	0.4957	1.3951
0	0.20163	-1	-0.55639	-0.34008	-0.64386	-0.49411	-0.66658	0.53605	0.78241	1.4751	1.2388	1.1309
0	-0.12029	-0.35845	-0.47393	-0.81097	-1.3219	-1.3585	-0.41504	0.61353	1.251	1.5656	1.7908	0.65076
0	0.62293	0.65076	0.15056	0.18903	-0.49411	0.11103	-0.0145	0.25096	1.2203	2.278	2.8797	2.5607
0	0.41143	0.72247	0.27501	0.47508	-0.59946	-0.35845	-0.20091	-0.21759	1.2928	2.257	3.1424	2.9523
0	0.27501	0.66903	0.52607	0.084064	-0.26882	-0.043943	-0.49411	-0.45403	0.9855	1.5558	2.6982	2.4957
0	0.37851	1.144	0.85599	0.42223	-0.058894	-0.043943	-0.68966	-0.25154	1.4005	2.1667	3.0144	3.0566
0	0.15056	0.23879	0.097611	0	-0.37707	-0.32193	-0.62149	-0.12029	1.6276	2.5185	3.144	2.7004
0	0.31034	0.53605	0.47508	0.28688	-0.13606	0.28688	-0.089267	0.056584	1.3505	2.0772	2.8032	2.8992
0	-0.152	-0.55639	-0.23447	0.31034	-0.64386	-0.81097	-0.41504	0.084064	1.2265	1.5509	1.7824	1.5261
0	0.11103	-0.30401	0.097611	0.014355	-0.37707	-0.37707	0.11103	0.25096	0.45418	1.4699	2.1699	2.0841
0	0.084064	-0.0145	0.070389	0.33342	0.070389	0	0.014355	0.4957	1.6508	2.0807	2.3868	2.06
0	0.4957	0.54597	-0.043943	0.70487	-0.043943	-0.029146	-0.12029	0.63227	1.5753	2.1375	2.546	1.9709
0	0.37851	0.54597	0.29866	-0.26882	-0.0145	-0.058894	-0.1047	0.44361	1.7004	2.3646	3.2824	2.406
0	-0.2863	0.014355	-0.029146	-0.20091	-0.1047	-0.058894	0.11103	0.73985	1.774	2.5135	2.7268	2.06
0	0.084064	-0.37707	-0.089267	-0.34008	-0.41504	-0.59946	-0.8625	-1.1844	0.55582	1.0215	2.111	1.8115
0	-0.25154	-0.53533	-0.1047	0.12433	-0.152	-0.152	0.014355	-0.45403	0.36737	1.1309	1.926	1.6554
0	0.43296	-0.0145	0.014355	0.35614	0.57531	0.42223	-0.21759	0.34483	1.6871	2.157	2.6182	2.6622
0	0.50589	0.66903	0.22651	0.43296	0.78241	0.33342	0.042644	0.028569	1.0704	2.1699	2.903	2.5632
0	0.084064	-0.074001	0.028569	0.014355	-0.2863	-0.25154	-0.23447	-0.49411	0.69599	1.1699	2.111	1.8992
0	0.45418	0.028569	0.4957	0.20163	0.20163	0.097611	0.084064	-0.20091	0.94111	1.6276	2.2079	2.251
0	0.26303	0.26303	0.32193	0.12433	-0.25154	0.29866	0.36737	0.25096	0.72247	1.2327	2.3674	2.8856
0	0.18903	1.0635	0.93357	0.1635	0.34483	0.43296	-0.13606	-0.20091	0.72247	1.3505	2.211	2.6392
0	0.15056	1.8197	1.7908	2.1985	0.774	-0.35845	-0.8625	-0.88897	-0.20091	0	-0.23447	2.0807
0	1.3674	1.6135	1.8914	1.8758	1.281	0.21412	-0.20091	-0.68966	-0.23447	0.11103	0.070389	2.0391
0	1.269	2.275	2.4568	0.014355	-0.53533	-1.0291	-0.94342	-1.1203	-0.2863	-0.37707	-0.152	2.2479
0	-0.45403	1.6229	1.8278	0.028569	0.33342	0.25096	-0.074001	0.22651	-0.39593	-0.1047	-0.35845	-0.18442
0	1.4168	3.025	3.6656	0.58496	0.65992	0.78241	0.29866	-0.37707	0.18903	-0.0145	-0.16812	3.319
0	0.55582	2.0496	2.433	0	1.3561	0.056584	-0.57777	-0.043943	-0.76121	0.1635	0.21412	1.9598
0	0.014355	2.2418	3.4087	1.585	1.856	0.68706	0.084064	-0.21759	0.73985	0.61353	-0.32193	-0.59946
0	0.58496	0.59455	1.3103	0.74846	2.5777	1.2203	1.0841	0.93357	0.37851	-0.043943	-0.089267	1.7049
0	-0.76121	0.014355	1.1506	0.774	1.7355	0.72247	-0.35845	-1.1844	-0.152	-0.57777	-0.45403	0.91073
0	-0.53533	-0.37707	-0.1047	1.2928	1.9486	1.6323	1.0704	-0.8625	-0.55639	-0.64386	-0.30401	-1.5146
0	0.070389	-0.66658	0.94111	0.40054	1.8074	1.6369	1.0976	-0.0145	0.17632	0.17632	-0.074001	0.55582
0	-0.41504	-0.91594	0.45418	1.4542	1.4906	0.73118	0.97085	0.23879	0.042644	-0.13606	-0.23447	0.9855
0	0.36737	0.070389	-0.45403	-0.47393	2.4931	1.8074	0.95606	-0.089267	0.41143	0.75702	0.91073	2.7137
0	-0.074001	-0.13606	0.014355	0.097611	2.797	1.3448	0.55582	0.54597	0.47508	0.17632	0.33342	3.1667
0	-0.53533	-0.26882	-1.0589	0.43296	1.6645	1.696	1.516	0.64155	0.21412	0.20163	-0.12029	0.9855
0	0.070389	0.4957	-0.089267	0.014355	1.5656	1.7093	1.541	0.86394	-0.089267	-0.49411	-0.64386	1.4005
0	0.25096	0.81558	0.78241	0.61353	2.26	2.6135	1.774	1.1699	0.65992	-0.18442	-0.2863	2.3306
0	-0.074001	0.55582	0.93357	0.27501	1.373	2.854	2.211	0.83996	0.36737	0.28688	-0.23447	1.1177
0	0.22651	0.55582	0.38957	0.22651	1.6415	3.1554	2.8934	0.27501	-0.043943	-0.35845	-0.45403	1.3674
0	1.4168	1.269	1.9069	2.6276	5.278	6.4416	4.6769	3.8885	2.7506	1.4436	1.275	4.8555
0	-0.26882	0.73985	1.433	0.63227	2.3391	1.6323	1.2388	0.78241	0.67807	0.4957	0.82375	2.3702
0	0.097611	0.54597	0.7137	0.59455	2.3702	1.5945	1.1243	0.63227	-0.2863	-0.16812	-0.23447	1.7181
0	0.25096	-0.2863	0.48543	1.2203	1.7655	1.4114	1.157	0.46467	-0.058894	0.1635	0.20163	1.5509
0	-0.49411	-0.20091	-0.34008	0.774	2.1177	1.6323	1.4906	0.25096	0.15056	0.15056	0.21412	-0.20091
0	-0.71312	0.32193	0.17632	1.6276	2.0391	2.5084	2.5922	1.433	0.67807	0.57531	0.18903	-0.16812
0	-0.152	-0.45403	0.43296	0.72247	2.9873	2.511	2.1985	0.94111	0.66903	0.17632	0.042644	0.1375
0	-0.30401	-1	0.36737	1.0286	2.1763	1.757	1.8115	0.46467	-0.20091	-0.53533	-0.49411	0.15056
0	0.15056	-0.18442	0.83996	0.55582	0.90304	1.585	2.0108	1.2079	0.014355	-0.55639	-0.51457	1.406
0	0.084064	0.64155	0.070389	0.63227	1.1243	1.5059	1.5753	0.82375	0.35614	-0.152	-0.73697	-0.21759
0	-0.30401	-0.089267	0.097611	-0.2863	2.1731	1.848	1.3896	0.9782	0.12433	0.75702	0.74846	1.585
0	-0.25154	-0.12029	-0.058894	-0.16812	1.7824	1.696	1.2869	0.59455	0.66903	0.52607	0.80735	0.82375
0	-0.49411	-0.152	0.084064	-0.25154	2.2898	2.729	2.4249	0.12433	-0.074001	0.63227	1.144	0.42223
0	-0.37707	-0.35845	-0.34008	-0.35845	1.4383	1.0215	0.94111	0.79077	-0.21759	-0.13606	-0.51457	-0.32193
0	-0.73697	0.11103	-0.4344	-0.39593	1.157	1.5059	1.6415	0.4957	-0.55639	0.33342	-0.23447	-0.043943
0	-0.81097	-0.49411	-0.029146	0	1.6599	2.7613	2.844	1.251	-0.30401	-0.089267	-0.20091	1.0215
0	0.15056	-0.55639	-0.043943	0.028569	1.7442	2.858	3.0321	1.6462	0.97085	1.189	0.65992	2.2327
0	0.25096	0.34483	0.29866	-0.0145	1.1309	1.0496	1.4594	1.7613	0.65076	0.54597	0.36737	-0.66658
0	0.1375	0.44361	0.61353	-0.37707	1.3103	1.2079	1.0841	1.189	0.52607	0.097611	0.1375	0.61353
0	-0.45403	0.85599	0.4957	0.1375	1.5945	1.5211	1.3045	1.1375	0.1375	0.084064	-0.074001	1.275
0	-0.53533	-0.20091	0.23879	-0.59946	1.0286	0.95606	1.1953	0.5656	-0.152	0.35614	0.42223	0.61353
0	0.1635	0.45418	0.41143	-0.1047	1.8278	1.6462	1.1827	1.189	0.64155	1.2265	1.0976	2.1408
0	0.070389	0.28688	0.26303	-0.30401	1.2016	1.373	1.384	0.94111	0.85599	0.59455	0.87971	0.65076
0	-0.029146	0.32193	0.26303	-0.35845	1.3561	1.5008	1.8359	1.7949	0.91073	0.774	0.41143	0.5656
0	0.12433	0.17632	0.57531	0.67807	1.7137	2.1043	2.0036	1.3045	1.2388	0.99277	0.81558	1.3785
0	0.33342	0.37851	0.57531	0.17632	2.1667	1.9782	1.4957	0.63227	0.85599	0.63227	0.55582	0.1635
0	0.26303	0.32193	0.15056	0.7137	2.1144	2.1795	1.5361	1.0909	1	0.75702	0.7137	0.51602
0	-0.73697	1.2016	1.1243	-0.49411	0.41143	-0.043943	0.5656	1.0215	0.056584	0.62293	0.58496	-0.37707
0	-0.2863	0.070389	0.81558	-0.2863	0.7137	0.26303	-0.41504	0.21412	0.31034	0.91073	0.99277	0.18903
0	-0.51457	0.9782	1.7527	1.1506	1.5361	1.0976	0.81558	1.0976	0.65992	1.4803	1.856	2.26
0	-0.39593	1.0772	1.0072	0.37851	0.94111	0.80735	0.97085	1.4489	1.3161	1.5008	1.6462	0.22651
0	0.22651	0.28688	-0.45403	-0.23447	0.15056	0.50589	0.926	0.73118	0.70487	1.2928	2.0144	2.269
0	-0.21759	-0.53533	-0.68966	0.028569	-0.043943	0.15056	0.17632	0.31034	0.848	0.96347	1.4276	1.0144
0	0.097611	-0.62149	-0.043943	0.23879	0.45418	0.47508	0.94111	1.6041	1.7824	2.1795	2.6159	1.3896
0	0.097611	0	0.15056	-0.1047	0.35614	0.60407	0.53605	0.58496	0.86394	1.4114	1.9411	0.9855
0	-0.49411	-0.23447	-0.16812	0.20163	-0.043943	0.097611	0.80735	0.75702	1.3391	1.9598	2.546	1.1827
0	0.21412	0.57531	0.48543	0.4957	0.48543	0.8953	1.1763	1.7093	2.0215	2.1473	2.2327	1.4594
0	0.31034	-0.12029	0	0.47508	0.57531	0.1635	0.64155	0.9782	1.696	1.4222	1.6736	1.0909
0	-0.0145	-0.49411	-0.37707	-0.029146	0.33342	0.028569	0.40054	0.96347	1.7225	1.5607	1.7049	1.2987
0	0.15056	-0.47393	-0.21759	0.11103	0.1375	0.1635	0.63227	0.47508	1.0496	1.1635	1.4383	1.157
0	-0.074001	-0.32193	-0.074001	-0.18442	0.1375	0.31034	0.74846	0.76553	1.2388	1.3561	1.2869	1.0286
